Area,Year,Deaths
"Pasadena, CA",2014,28
"Portland, OR",2014,98
"Sacramento, CA",2014,174
"San Diego, CA",2014,135
"San Francisco, CA",2014,110
"San Jose, CA",2014,169
"Santa Cruz, CA",2014,26
"Seattle, WA",2014,68
"Spokane, WA",2014,65
"Tacoma, WA",2014,121
Totalå¦,2014,10281
New England,2014,548
"Boston, MA",2014,111
"Bridgeport, CT",2014,22
"Cambridge, MA",2014,19
"Fall River, MA",2014,24
"Hartford, CT",2014,56
"Lowell, MA",2014,24
"Lynn, MA",2014,14
"New Bedford, MA",2014,22
"New Haven, CT",2014,42
"Providence, RI",2014,64
"Somerville, MA",2014,2
"Springfield, MA",2014,60
"Waterbury, CT",2014,28
"Worcester, MA",2014,60
Mid. Atlantic,2014,1665
"Albany, NY",2014,42
"Allentown, PA",2014,23
"Buffalo, NY",2014,107
"Camden, NJ",2014,13
"Elizabeth, NJ",2014,11
"Erie, PA",2014,47
"Jersey City, NJ",2014,23
"New York City, NY",2014,953
"Newark, NJ",2014,29
"Paterson, NJ",2014,16
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,34
"Reading, PA",2014,22
"Rochester, NY",2014,120
"Schenectady, NY",2014,24
"Scranton, PA",2014,26
"Syracuse, NY",2014,122
"Trenton, NJ",2014,18
"Utica, NY",2014,16
"Yonkers, NY",2014,19
E.N. Central,2014,2237
"Akron, OH",2014,49
"Canton, OH",2014,23
"Chicago, IL",2014,291
"Cincinnati, OH",2014,103
"Cleveland, OH",2014,281
"Columbus, OH",2014,285
"Dayton, OH",2014,145
"Detroit, MI",2014,175
"Evansville, IN",2014,49
"Fort Wayne, IN",2014,91
"Gary, IN",2014,7
"Grand Rapids, MI",2014,64
"Indianapolis, IN",2014,212
"Lansing, MI",2014,56
"Milwaukee, WI",2014,79
"Peoria, IL",2014,58
"Rockford, IL",2014,58
"South Bend, IN",2014,52
"Toledo, OH",2014,109
"Youngstown, OH",2014,50
W.N. Central,2014,627
"Des Moines, IA",2014,3
"Duluth, MN",2014,37
"Kansas City, KS",2014,36
"Kansas City, MO",2014,111
"Lincoln, NC",2014,60
"Minneapolis, MN",2014,62
"Omaha, NE",2014,92
"St. Louis, MO",2014,95
"St. Paul, MN",2014,48
"Wichita, KS",2014,83
S. Atlantic,2014,1129
"Atlanta, GA",2014,110
"Baltimore, MD",2014,105
"Charlotte, NC",2014,154
"Jacksonville, FL",2014,158
"Miami, FL",2014,62
"Norfolk, VA",2014,62
"Richmond, VA",2014,76
"Savannah, GA",2014,71
"St. Petersburg, FL",2014,61
"Tampa, FL",2014,147
"Washington, D.C.",2014,107
"Wilmington, DE",2014,16
E.S. Central,2014,1023
"Birmingham, AL",2014,183
"Chattanooga, TN",2014,94
"Knoxville, TN",2014,151
"Lexington, KY",2014,61
"Memphis, TN",2014,239
"Mobile, AL",2014,83
"Montgomery, AL",2014,41
"Nashville, TN",2014,171
W.S. Central,2014,1715
"Austin, TX",2014,96
"Baton Rouge, LA",2014,89
"Corpus Christi, TX",2014,52
"Dallas, TX",2014,200
"El Paso, TX",2014,134
"Fort Worth, TX",2014,
"Houston, TX",2014,484
"Little Rock, AR",2014,110
"New Orleans, LA",2014,76
"San Antonio, TX",2014,260
"Shreveport, LA",2014,72
"Tulsa, OK",2014,142
Mountain,2014,1268
"Albuquerque, NM",2014,130
"Boise, ID",2014,67
"Colorado Springs, CO",2014,102
"Denver, CO",2014,91
"Las Vegas, NV",2014,293
"Ogden, UT",2014,35
"Phoenix, AZ",2014,172
"Pueblo, CO",2014,44
"Salt Lake City, UT",2014,146
"Tucson, AZ",2014,188
Pacific,2014,1874
"Berkeley, CA",2014,18
"Fresno, CA",2014,116
"Glendale, CA",2014,37
"Honolulu, HI",2014,98
"Long Beach, CA",2014,70
"Los Angeles, CA",2014,268
"Pasadena, CA",2014,29
"Portland, OR",2014,148
"Sacramento, CA",2014,231
"San Diego, CA",2014,203
"San Francisco, CA",2014,85
"San Jose, CA",2014,192
"Santa Cruz, CA",2014,38
"Seattle, WA",2014,135
"Spokane, WA",2014,82
"Tacoma, WA",2014,124
Totalå¦,2014,12086
New England,2014,543
"Boston, MA",2014,144
"Bridgeport, CT",2014,33
"Cambridge, MA",2014,20
"Fall River, MA",2014,25
"Hartford, CT",2014,54
"Lowell, MA",2014,20
"Lynn, MA",2014,6
"New Bedford, MA",2014,22
"New Haven, CT",2014,32
"Providence, RI",2014,62
"Somerville, MA",2014,4
"Springfield, MA",2014,35
"Waterbury, CT",2014,32
"Worcester, MA",2014,54
Mid. Atlantic,2014,1769
"Albany, NY",2014,67
"Allentown, PA",2014,29
"Buffalo, NY",2014,81
"Camden, NJ",2014,29
"Elizabeth, NJ",2014,16
"Erie, PA",2014,46
"Jersey City, NJ",2014,24
"New York City, NY",2014,1016
"Newark, NJ",2014,66
"Paterson, NJ",2014,15
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,40
"Reading, PA",2014,35
"Rochester, NY",2014,156
"Schenectady, NY",2014,22
"Scranton, PA",2014,32
"Syracuse, NY",2014,49
"Trenton, NJ",2014,14
"Utica, NY",2014,11
"Yonkers, NY",2014,21
E.N. Central,2014,1953
"Akron, OH",2014,52
"Canton, OH",2014,33
"Chicago, IL",2014,250
"Cincinnati, OH",2014,79
"Cleveland, OH",2014,283
"Columbus, OH",2014,235
"Dayton, OH",2014,143
"Detroit, MI",2014,127
"Evansville, IN",2014,58
"Fort Wayne, IN",2014,76
"Gary, IN",2014,12
"Grand Rapids, MI",2014,54
"Indianapolis, IN",2014,186
"Lansing, MI",2014,47
"Milwaukee, WI",2014,
"Peoria, IL",2014,42
"Rockford, IL",2014,52
"South Bend, IN",2014,69
"Toledo, OH",2014,93
"Youngstown, OH",2014,62
W.N. Central,2014,638
"Des Moines, IA",2014,4
"Duluth, MN",2014,27
"Kansas City, KS",2014,30
"Kansas City, MO",2014,116
"Lincoln, NC",2014,43
"Minneapolis, MN",2014,65
"Omaha, NE",2014,94
"St. Louis, MO",2014,85
"St. Paul, MN",2014,69
"Wichita, KS",2014,105
S. Atlantic,2014,1051
"Atlanta, GA",2014,91
"Baltimore, MD",2014,136
"Charlotte, NC",2014,151
"Jacksonville, FL",2014,155
"Miami, FL",2014,52
"Norfolk, VA",2014,53
"Richmond, VA",2014,54
"Savannah, GA",2014,56
"St. Petersburg, FL",2014,63
"Tampa, FL",2014,117
"Washington, D.C.",2014,107
"Wilmington, DE",2014,16
E.S. Central,2014,934
"Birmingham, AL",2014,180
"Chattanooga, TN",2014,73
"Knoxville, TN",2014,126
"Lexington, KY",2014,66
"Memphis, TN",2014,186
"Mobile, AL",2014,80
"Montgomery, AL",2014,59
"Nashville, TN",2014,164
W.S. Central,2014,1403
"Austin, TX",2014,92
"Baton Rouge, LA",2014,85
"Corpus Christi, TX",2014,53
"Dallas, TX",2014,234
"El Paso, TX",2014,61
"Fort Worth, TX",2014,
"Houston, TX",2014,300
"Little Rock, AR",2014,63
"New Orleans, LA",2014,49
"San Antonio, TX",2014,258
"Shreveport, LA",2014,61
"Tulsa, OK",2014,147
Mountain,2014,1171
"Albuquerque, NM",2014,124
"Boise, ID",2014,56
"Colorado Springs, CO",2014,78
"Denver, CO",2014,115
"Las Vegas, NV",2014,277
"Ogden, UT",2014,32
"Phoenix, AZ",2014,164
"Pueblo, CO",2014,45
"Salt Lake City, UT",2014,123
"Tucson, AZ",2014,157
Pacific,2014,1771
"Berkeley, CA",2014,13
"Fresno, CA",2014,125
"Glendale, CA",2014,39
"Honolulu, HI",2014,73
"Long Beach, CA",2014,70
"Los Angeles, CA",2014,235
"Pasadena, CA",2014,20
"Portland, OR",2014,136
"Sacramento, CA",2014,257
"San Diego, CA",2014,176
"San Francisco, CA",2014,106
"San Jose, CA",2014,214
"Santa Cruz, CA",2014,26
"Seattle, WA",2014,96
"Spokane, WA",2014,58
"Tacoma, WA",2014,127
Totalå¦,2014,11233
New England,2014,535
"Boston, MA",2014,143
"Bridgeport, CT",2014,26
"Cambridge, MA",2014,15
"Fall River, MA",2014,26
"Hartford, CT",2014,56
"Lowell, MA",2014,24
"Lynn, MA",2014,10
"New Bedford, MA",2014,19
"New Haven, CT",2014,31
"Providence, RI",2014,61
"Somerville, MA",2014,1
"Springfield, MA",2014,37
"Waterbury, CT",2014,30
"Worcester, MA",2014,56
Mid. Atlantic,2014,1642
"Albany, NY",2014,49
"Allentown, PA",2014,31
"Buffalo, NY",2014,85
"Camden, NJ",2014,25
"Elizabeth, NJ",2014,22
"Erie, PA",2014,72
"Jersey City, NJ",2014,15
"New York City, NY",2014,958
"Newark, NJ",2014,42
"Paterson, NJ",2014,18
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,40
"Reading, PA",2014,35
"Rochester, NY",2014,109
"Schenectady, NY",2014,18
"Scranton, PA",2014,30
"Syracuse, NY",2014,49
"Trenton, NJ",2014,14
"Utica, NY",2014,12
"Yonkers, NY",2014,18
E.N. Central,2014,1858
"Akron, OH",2014,37
"Canton, OH",2014,33
"Chicago, IL",2014,275
"Cincinnati, OH",2014,85
"Cleveland, OH",2014,240
"Columbus, OH",2014,
"Dayton, OH",2014,123
"Detroit, MI",2014,215
"Evansville, IN",2014,48
"Fort Wayne, IN",2014,71
"Gary, IN",2014,12
"Grand Rapids, MI",2014,64
"Indianapolis, IN",2014,189
"Lansing, MI",2014,48
"Milwaukee, WI",2014,75
"Peoria, IL",2014,60
"Rockford, IL",2014,64
"South Bend, IN",2014,58
"Toledo, OH",2014,92
"Youngstown, OH",2014,69
W.N. Central,2014,621
"Des Moines, IA",2014,2
"Duluth, MN",2014,35
"Kansas City, KS",2014,29
"Kansas City, MO",2014,104
"Lincoln, NC",2014,55
"Minneapolis, MN",2014,68
"Omaha, NE",2014,96
"St. Louis, MO",2014,94
"St. Paul, MN",2014,61
"Wichita, KS",2014,77
S. Atlantic,2014,1036
"Atlanta, GA",2014,86
"Baltimore, MD",2014,142
"Charlotte, NC",2014,120
"Jacksonville, FL",2014,139
"Miami, FL",2014,70
"Norfolk, VA",2014,50
"Richmond, VA",2014,57
"Savannah, GA",2014,60
"St. Petersburg, FL",2014,63
"Tampa, FL",2014,104
"Washington, D.C.",2014,139
"Wilmington, DE",2014,6
E.S. Central,2014,888
"Birmingham, AL",2014,186
"Chattanooga, TN",2014,79
"Knoxville, TN",2014,89
"Lexington, KY",2014,71
"Memphis, TN",2014,174
"Mobile, AL",2014,82
"Montgomery, AL",2014,41
"Nashville, TN",2014,166
W.S. Central,2014,1641
"Austin, TX",2014,101
"Baton Rouge, LA",2014,82
"Corpus Christi, TX",2014,80
"Dallas, TX",2014,199
"El Paso, TX",2014,86
"Fort Worth, TX",2014,
"Houston, TX",2014,464
"Little Rock, AR",2014,69
"New Orleans, LA",2014,54
"San Antonio, TX",2014,269
"Shreveport, LA",2014,90
"Tulsa, OK",2014,147
Mountain,2014,1062
"Albuquerque, NM",2014,128
"Boise, ID",2014,45
"Colorado Springs, CO",2014,73
"Denver, CO",2014,86
"Las Vegas, NV",2014,245
"Ogden, UT",2014,39
"Phoenix, AZ",2014,157
"Pueblo, CO",2014,32
"Salt Lake City, UT",2014,120
"Tucson, AZ",2014,137
Pacific,2014,1573
"Berkeley, CA",2014,11
"Fresno, CA",2014,116
"Glendale, CA",2014,25
"Honolulu, HI",2014,77
"Long Beach, CA",2014,63
"Los Angeles, CA",2014,209
"Pasadena, CA",2014,25
"Portland, OR",2014,92
"Sacramento, CA",2014,204
"San Diego, CA",2014,147
"San Francisco, CA",2014,99
"San Jose, CA",2014,196
"Santa Cruz, CA",2014,29
"Seattle, WA",2014,93
"Spokane, WA",2014,56
"Tacoma, WA",2014,131
Totalå¦,2014,10856
New England,2014,550
"Boston, MA",2014,139
"Bridgeport, CT",2014,36
"Cambridge, MA",2014,15
"Fall River, MA",2014,23
"Hartford, CT",2014,42
"Lowell, MA",2014,17
"Lynn, MA",2014,10
"New Bedford, MA",2014,22
"New Haven, CT",2014,42
"Providence, RI",2014,70
"Somerville, MA",2014,1
"Springfield, MA",2014,35
"Waterbury, CT",2014,36
"Worcester, MA",2014,62
Mid. Atlantic,2014,1630
"Albany, NY",2014,52
"Allentown, PA",2014,26
"Buffalo, NY",2014,89
"Camden, NJ",2014,30
"Elizabeth, NJ",2014,22
"Erie, PA",2014,33
"Jersey City, NJ",2014,19
"New York City, NY",2014,947
"Newark, NJ",2014,32
"Paterson, NJ",2014,20
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,51
"Reading, PA",2014,39
"Rochester, NY",2014,119
"Schenectady, NY",2014,10
"Scranton, PA",2014,27
"Syracuse, NY",2014,58
"Trenton, NJ",2014,19
"Utica, NY",2014,16
"Yonkers, NY",2014,21
E.N. Central,2014,1977
"Akron, OH",2014,59
"Canton, OH",2014,34
"Chicago, IL",2014,253
"Cincinnati, OH",2014,85
"Cleveland, OH",2014,246
"Columbus, OH",2014,238
"Dayton, OH",2014,145
"Detroit, MI",2014,111
"Evansville, IN",2014,43
"Fort Wayne, IN",2014,73
"Gary, IN",2014,10
"Grand Rapids, MI",2014,50
"Indianapolis, IN",2014,176
"Lansing, MI",2014,40
"Milwaukee, WI",2014,89
"Peoria, IL",2014,49
"Rockford, IL",2014,54
"South Bend, IN",2014,71
"Toledo, OH",2014,96
"Youngstown, OH",2014,55
W.N. Central,2014,697
"Des Moines, IA",2014,
"Duluth, MN",2014,35
"Kansas City, KS",2014,20
"Kansas City, MO",2014,101
"Lincoln, NC",2014,32
"Minneapolis, MN",2014,53
"Omaha, NE",2014,82
"St. Louis, MO",2014,237
"St. Paul, MN",2014,51
"Wichita, KS",2014,86
S. Atlantic,2014,1014
"Atlanta, GA",2014,96
"Baltimore, MD",2014,156
"Charlotte, NC",2014,141
"Jacksonville, FL",2014,154
"Miami, FL",2014,70
"Norfolk, VA",2014,52
"Richmond, VA",2014,47
"Savannah, GA",2014,56
"St. Petersburg, FL",2014,53
"Tampa, FL",2014,97
"Washington, D.C.",2014,83
"Wilmington, DE",2014,9
E.S. Central,2014,939
"Birmingham, AL",2014,180
"Chattanooga, TN",2014,75
"Knoxville, TN",2014,105
"Lexington, KY",2014,90
"Memphis, TN",2014,194
"Mobile, AL",2014,89
"Montgomery, AL",2014,32
"Nashville, TN",2014,174
W.S. Central,2014,1513
"Austin, TX",2014,99
"Baton Rouge, LA",2014,73
"Corpus Christi, TX",2014,47
"Dallas, TX",2014,203
"El Paso, TX",2014,115
"Fort Worth, TX",2014,
"Houston, TX",2014,371
"Little Rock, AR",2014,78
"New Orleans, LA",2014,83
"San Antonio, TX",2014,238
"Shreveport, LA",2014,95
"Tulsa, OK",2014,111
Mountain,2014,1288
"Albuquerque, NM",2014,111
"Boise, ID",2014,68
"Colorado Springs, CO",2014,61
"Denver, CO",2014,81
"Las Vegas, NV",2014,361
"Ogden, UT",2014,46
"Phoenix, AZ",2014,184
"Pueblo, CO",2014,34
"Salt Lake City, UT",2014,126
"Tucson, AZ",2014,216
Pacific,2014,1632
"Berkeley, CA",2014,18
"Fresno, CA",2014,118
"Glendale, CA",2014,17
"Honolulu, HI",2014,93
"Long Beach, CA",2014,57
"Los Angeles, CA",2014,266
"Pasadena, CA",2014,28
"Portland, OR",2014,98
"Sacramento, CA",2014,199
"San Diego, CA",2014,147
"San Francisco, CA",2014,120
"San Jose, CA",2014,180
"Santa Cruz, CA",2014,32
"Seattle, WA",2014,88
"Spokane, WA",2014,43
"Tacoma, WA",2014,128
Totalå¦,2014,11240
New England,2014,418
"Boston, MA",2014,124
"Bridgeport, CT",2014,35
"Cambridge, MA",2014,15
"Fall River, MA",2014,22
"Hartford, CT",2014,44
"Lowell, MA",2014,21
"Lynn, MA",2014,4
"New Bedford, MA",2014,22
"New Haven, CT",2014,32
"Providence, RI",2014,
"Somerville, MA",2014,1
"Springfield, MA",2014,30
"Waterbury, CT",2014,15
"Worcester, MA",2014,53
Mid. Atlantic,2014,1629
"Albany, NY",2014,57
"Allentown, PA",2014,17
"Buffalo, NY",2014,86
"Camden, NJ",2014,19
"Elizabeth, NJ",2014,11
"Erie, PA",2014,63
"Jersey City, NJ",2014,16
"New York City, NY",2014,951
"Newark, NJ",2014,32
"Paterson, NJ",2014,11
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,28
"Reading, PA",2014,21
"Rochester, NY",2014,147
"Schenectady, NY",2014,19
"Scranton, PA",2014,29
"Syracuse, NY",2014,86
"Trenton, NJ",2014,8
"Utica, NY",2014,15
"Yonkers, NY",2014,13
E.N. Central,2014,1724
"Akron, OH",2014,32
"Canton, OH",2014,23
"Chicago, IL",2014,239
"Cincinnati, OH",2014,67
"Cleveland, OH",2014,245
"Columbus, OH",2014,207
"Dayton, OH",2014,96
"Detroit, MI",2014,155
"Evansville, IN",2014,40
"Fort Wayne, IN",2014,56
"Gary, IN",2014,11
"Grand Rapids, MI",2014,58
"Indianapolis, IN",2014,218
"Lansing, MI",2014,39
"Milwaukee, WI",2014,29
"Peoria, IL",2014,38
"Rockford, IL",2014,39
"South Bend, IN",2014,34
"Toledo, OH",2014,55
"Youngstown, OH",2014,43
W.N. Central,2014,522
"Des Moines, IA",2014,
"Duluth, MN",2014,23
"Kansas City, KS",2014,23
"Kansas City, MO",2014,88
"Lincoln, NC",2014,27
"Minneapolis, MN",2014,75
"Omaha, NE",2014,73
"St. Louis, MO",2014,80
"St. Paul, MN",2014,56
"Wichita, KS",2014,77
S. Atlantic,2014,888
"Atlanta, GA",2014,64
"Baltimore, MD",2014,172
"Charlotte, NC",2014,96
"Jacksonville, FL",2014,140
"Miami, FL",2014,36
"Norfolk, VA",2014,31
"Richmond, VA",2014,67
"Savannah, GA",2014,49
"St. Petersburg, FL",2014,46
"Tampa, FL",2014,87
"Washington, D.C.",2014,94
"Wilmington, DE",2014,6
E.S. Central,2014,535
"Birmingham, AL",2014,
"Chattanooga, TN",2014,76
"Knoxville, TN",2014,140
"Lexington, KY",2014,59
"Memphis, TN",2014,155
"Mobile, AL",2014,
"Montgomery, AL",2014,
"Nashville, TN",2014,105
W.S. Central,2014,1205
"Austin, TX",2014,72
"Baton Rouge, LA",2014,88
"Corpus Christi, TX",2014,56
"Dallas, TX",2014,182
"El Paso, TX",2014,105
"Fort Worth, TX",2014,
"Houston, TX",2014,332
"Little Rock, AR",2014,38
"New Orleans, LA",2014,52
"San Antonio, TX",2014,193
"Shreveport, LA",2014,59
"Tulsa, OK",2014,28
Mountain,2014,921
"Albuquerque, NM",2014,86
"Boise, ID",2014,38
"Colorado Springs, CO",2014,64
"Denver, CO",2014,97
"Las Vegas, NV",2014,196
"Ogden, UT",2014,21
"Phoenix, AZ",2014,145
"Pueblo, CO",2014,34
"Salt Lake City, UT",2014,123
"Tucson, AZ",2014,117
Pacific,2014,1404
"Berkeley, CA",2014,8
"Fresno, CA",2014,97
"Glendale, CA",2014,12
"Honolulu, HI",2014,61
"Long Beach, CA",2014,34
"Los Angeles, CA",2014,194
"Pasadena, CA",2014,16
"Portland, OR",2014,75
"Sacramento, CA",2014,209
"San Diego, CA",2014,134
"San Francisco, CA",2014,86
"San Jose, CA",2014,176
"Santa Cruz, CA",2014,29
"Seattle, WA",2014,89
"Spokane, WA",2014,53
"Tacoma, WA",2014,131
Totalå¦,2014,9246
New England,2014,519
"Boston, MA",2014,136
"Bridgeport, CT",2014,24
"Cambridge, MA",2014,14
"Fall River, MA",2014,22
"Hartford, CT",2014,49
"Lowell, MA",2014,28
"Lynn, MA",2014,14
"New Bedford, MA",2014,21
"New Haven, CT",2014,40
"Providence, RI",2014,41
"Somerville, MA",2014,5
"Springfield, MA",2014,29
"Waterbury, CT",2014,29
"Worcester, MA",2014,67
Mid. Atlantic,2014,1622
"Albany, NY",2014,40
"Allentown, PA",2014,33
"Buffalo, NY",2014,79
"Camden, NJ",2014,25
"Elizabeth, NJ",2014,27
"Erie, PA",2014,50
"Jersey City, NJ",2014,21
"New York City, NY",2014,869
"Newark, NJ",2014,35
"Paterson, NJ",2014,17
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,41
"Reading, PA",2014,34
"Rochester, NY",2014,166
"Schenectady, NY",2014,23
"Scranton, PA",2014,20
"Syracuse, NY",2014,85
"Trenton, NJ",2014,26
"Utica, NY",2014,11
"Yonkers, NY",2014,20
E.N. Central,2014,1856
"Akron, OH",2014,51
"Canton, OH",2014,22
"Chicago, IL",2014,264
"Cincinnati, OH",2014,75
"Cleveland, OH",2014,225
"Columbus, OH",2014,200
"Dayton, OH",2014,123
"Detroit, MI",2014,99
"Evansville, IN",2014,42
"Fort Wayne, IN",2014,70
"Gary, IN",2014,10
"Grand Rapids, MI",2014,55
"Indianapolis, IN",2014,158
"Lansing, MI",2014,50
"Milwaukee, WI",2014,57
"Peoria, IL",2014,72
"Rockford, IL",2014,62
"South Bend, IN",2014,48
"Toledo, OH",2014,98
"Youngstown, OH",2014,75
W.N. Central,2014,737
"Des Moines, IA",2014,
"Duluth, MN",2014,28
"Kansas City, KS",2014,22
"Kansas City, MO",2014,113
"Lincoln, NC",2014,46
"Minneapolis, MN",2014,82
"Omaha, NE",2014,102
"St. Louis, MO",2014,192
"St. Paul, MN",2014,48
"Wichita, KS",2014,104
S. Atlantic,2014,1216
"Atlanta, GA",2014,102
"Baltimore, MD",2014,169
"Charlotte, NC",2014,155
"Jacksonville, FL",2014,174
"Miami, FL",2014,66
"Norfolk, VA",2014,60
"Richmond, VA",2014,81
"Savannah, GA",2014,74
"St. Petersburg, FL",2014,79
"Tampa, FL",2014,115
"Washington, D.C.",2014,130
"Wilmington, DE",2014,11
E.S. Central,2014,1000
"Birmingham, AL",2014,206
"Chattanooga, TN",2014,112
"Knoxville, TN",2014,101
"Lexington, KY",2014,89
"Memphis, TN",2014,181
"Mobile, AL",2014,96
"Montgomery, AL",2014,50
"Nashville, TN",2014,165
W.S. Central,2014,1474
"Austin, TX",2014,105
"Baton Rouge, LA",2014,111
"Corpus Christi, TX",2014,59
"Dallas, TX",2014,228
"El Paso, TX",2014,86
"Fort Worth, TX",2014,
"Houston, TX",2014,329
"Little Rock, AR",2014,45
"New Orleans, LA",2014,59
"San Antonio, TX",2014,265
"Shreveport, LA",2014,82
"Tulsa, OK",2014,105
Mountain,2014,1165
"Albuquerque, NM",2014,133
"Boise, ID",2014,60
"Colorado Springs, CO",2014,96
"Denver, CO",2014,68
"Las Vegas, NV",2014,302
"Ogden, UT",2014,36
"Phoenix, AZ",2014,152
"Pueblo, CO",2014,36
"Salt Lake City, UT",2014,141
"Tucson, AZ",2014,141
Pacific,2014,1864
"Berkeley, CA",2014,16
"Fresno, CA",2014,127
"Glendale, CA",2014,24
"Honolulu, HI",2014,88
"Long Beach, CA",2014,66
"Los Angeles, CA",2014,251
"Pasadena, CA",2014,22
"Portland, OR",2014,147
"Sacramento, CA",2014,228
"San Diego, CA",2014,184
"San Francisco, CA",2014,109
"San Jose, CA",2014,212
"Santa Cruz, CA",2014,35
"Seattle, WA",2014,140
"Spokane, WA",2014,62
"Tacoma, WA",2014,153
Totalå¦,2014,11453
New England,2014,553
"Boston, MA",2014,161
"Bridgeport, CT",2014,31
"Cambridge, MA",2014,10
"Fall River, MA",2014,15
"Hartford, CT",2014,53
"Lowell, MA",2014,26
"Lynn, MA",2014,10
"New Bedford, MA",2014,21
"New Haven, CT",2014,50
"Providence, RI",2014,84
"Somerville, MA",2014,1
"Springfield, MA",2014,23
"Waterbury, CT",2014,15
"Worcester, MA",2014,53
Mid. Atlantic,2014,1695
"Albany, NY",2014,46
"Allentown, PA",2014,36
"Buffalo, NY",2014,95
"Camden, NJ",2014,17
"Elizabeth, NJ",2014,22
"Erie, PA",2014,46
"Jersey City, NJ",2014,23
"New York City, NY",2014,993
"Newark, NJ",2014,28
"Paterson, NJ",2014,22
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,43
"Reading, PA",2014,31
"Rochester, NY",2014,133
"Schenectady, NY",2014,23
"Scranton, PA",2014,41
"Syracuse, NY",2014,59
"Trenton, NJ",2014,17
"Utica, NY",2014,15
"Yonkers, NY",2014,5
E.N. Central,2014,2135
"Akron, OH",2014,61
"Canton, OH",2014,34
"Chicago, IL",2014,279
"Cincinnati, OH",2014,87
"Cleveland, OH",2014,268
"Columbus, OH",2014,247
"Dayton, OH",2014,112
"Detroit, MI",2014,170
"Evansville, IN",2014,60
"Fort Wayne, IN",2014,98
"Gary, IN",2014,15
"Grand Rapids, MI",2014,58
"Indianapolis, IN",2014,226
"Lansing, MI",2014,41
"Milwaukee, WI",2014,71
"Peoria, IL",2014,46
"Rockford, IL",2014,48
"South Bend, IN",2014,45
"Toledo, OH",2014,105
"Youngstown, OH",2014,64
W.N. Central,2014,636
"Des Moines, IA",2014,
"Duluth, MN",2014,25
"Kansas City, KS",2014,35
"Kansas City, MO",2014,107
"Lincoln, NC",2014,43
"Minneapolis, MN",2014,75
"Omaha, NE",2014,89
"St. Louis, MO",2014,117
"St. Paul, MN",2014,56
"Wichita, KS",2014,89
S. Atlantic,2014,936
"Atlanta, GA",2014,71
"Baltimore, MD",2014,125
"Charlotte, NC",2014,141
"Jacksonville, FL",2014,142
"Miami, FL",2014,39
"Norfolk, VA",2014,40
"Richmond, VA",2014,74
"Savannah, GA",2014,62
"St. Petersburg, FL",2014,53
"Tampa, FL",2014,85
"Washington, D.C.",2014,98
"Wilmington, DE",2014,6
E.S. Central,2014,857
"Birmingham, AL",2014,158
"Chattanooga, TN",2014,78
"Knoxville, TN",2014,106
"Lexington, KY",2014,66
"Memphis, TN",2014,170
"Mobile, AL",2014,69
"Montgomery, AL",2014,39
"Nashville, TN",2014,171
W.S. Central,2014,1598
"Austin, TX",2014,81
"Baton Rouge, LA",2014,101
"Corpus Christi, TX",2014,66
"Dallas, TX",2014,231
"El Paso, TX",2014,142
"Fort Worth, TX",2014,
"Houston, TX",2014,425
"Little Rock, AR",2014,48
"New Orleans, LA",2014,36
"San Antonio, TX",2014,271
"Shreveport, LA",2014,52
"Tulsa, OK",2014,145
Mountain,2014,1095
"Albuquerque, NM",2014,100
"Boise, ID",2014,45
"Colorado Springs, CO",2014,80
"Denver, CO",2014,93
"Las Vegas, NV",2014,239
"Ogden, UT",2014,37
"Phoenix, AZ",2014,176
"Pueblo, CO",2014,30
"Salt Lake City, UT",2014,140
"Tucson, AZ",2014,155
Pacific,2014,1657
"Berkeley, CA",2014,7
"Fresno, CA",2014,133
"Glendale, CA",2014,17
"Honolulu, HI",2014,82
"Long Beach, CA",2014,65
"Los Angeles, CA",2014,244
"Pasadena, CA",2014,29
"Portland, OR",2014,108
"Sacramento, CA",2014,202
"San Diego, CA",2014,162
"San Francisco, CA",2014,96
"San Jose, CA",2014,210
"Santa Cruz, CA",2014,23
"Seattle, WA",2014,114
"Spokane, WA",2014,61
"Tacoma, WA",2014,104
Totalå¦,2014,11162
New England,2014,508
"Boston, MA",2014,121
"Bridgeport, CT",2014,40
"Cambridge, MA",2014,10
"Fall River, MA",2014,30
"Hartford, CT",2014,52
"Lowell, MA",2014,22
"Lynn, MA",2014,4
"New Bedford, MA",2014,22
"New Haven, CT",2014,33
"Providence, RI",2014,56
"Somerville, MA",2014,3
"Springfield, MA",2014,31
"Waterbury, CT",2014,28
"Worcester, MA",2014,56
Mid. Atlantic,2014,1755
"Albany, NY",2014,38
"Allentown, PA",2014,28
"Buffalo, NY",2014,82
"Camden, NJ",2014,30
"Elizabeth, NJ",2014,11
"Erie, PA",2014,43
"Jersey City, NJ",2014,14
"New York City, NY",2014,1128
"Newark, NJ",2014,18
"Paterson, NJ",2014,14
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,33
"Reading, PA",2014,33
"Rochester, NY",2014,124
