Area,Year,Deaths
"Erie, PA",2014,47
"Jersey City, NJ",2014,
"New York City, NY",2014,1075
"Newark, NJ",2014,39
"Paterson, NJ",2014,11
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,14
"Reading, PA",2014,37
"Rochester, NY",2014,168
"Schenectady, NY",2014,26
"Scranton, PA",2014,20
"Syracuse, NY",2014,84
"Trenton, NJ",2014,13
"Utica, NY",2014,15
"Yonkers, NY",2014,19
E.N. Central,2014,1307
"Akron, OH",2014,42
"Canton, OH",2014,23
"Chicago, IL",2014,
"Cincinnati, OH",2014,68
"Cleveland, OH",2014,223
"Columbus, OH",2014,170
"Dayton, OH",2014,112
"Detroit, MI",2014,
"Evansville, IN",2014,42
"Fort Wayne, IN",2014,60
"Gary, IN",2014,9
"Grand Rapids, MI",2014,49
"Indianapolis, IN",2014,160
"Lansing, MI",2014,23
"Milwaukee, WI",2014,69
"Peoria, IL",2014,64
"Rockford, IL",2014,51
"South Bend, IN",2014,44
"Toledo, OH",2014,49
"Youngstown, OH",2014,49
W.N. Central,2014,476
"Des Moines, IA",2014,
"Duluth, MN",2014,21
"Kansas City, KS",2014,17
"Kansas City, MO",2014,64
"Lincoln, NC",2014,48
"Minneapolis, MN",2014,53
"Omaha, NE",2014,82
"St. Louis, MO",2014,87
"St. Paul, MN",2014,33
"Wichita, KS",2014,71
S. Atlantic,2014,918
"Atlanta, GA",2014,110
"Baltimore, MD",2014,172
"Charlotte, NC",2014,91
"Jacksonville, FL",2014,119
"Miami, FL",2014,53
"Norfolk, VA",2014,32
"Richmond, VA",2014,36
"Savannah, GA",2014,38
"St. Petersburg, FL",2014,46
"Tampa, FL",2014,80
"Washington, D.C.",2014,134
"Wilmington, DE",2014,7
E.S. Central,2014,716
"Birmingham, AL",2014,153
"Chattanooga, TN",2014,58
"Knoxville, TN",2014,94
"Lexington, KY",2014,52
"Memphis, TN",2014,140
"Mobile, AL",2014,48
"Montgomery, AL",2014,52
"Nashville, TN",2014,119
W.S. Central,2014,849
"Austin, TX",2014,73
"Baton Rouge, LA",2014,42
"Corpus Christi, TX",2014,56
"Dallas, TX",2014,164
"El Paso, TX",2014,60
"Fort Worth, TX",2014,
"Houston, TX",2014,228
"Little Rock, AR",2014,60
"New Orleans, LA",2014,36
"San Antonio, TX",2014,
"Shreveport, LA",2014,48
"Tulsa, OK",2014,82
Mountain,2014,1061
"Albuquerque, NM",2014,98
"Boise, ID",2014,43
"Colorado Springs, CO",2014,68
"Denver, CO",2014,94
"Las Vegas, NV",2014,287
"Ogden, UT",2014,28
"Phoenix, AZ",2014,142
"Pueblo, CO",2014,29
"Salt Lake City, UT",2014,123
"Tucson, AZ",2014,149
Pacific,2014,1388
"Berkeley, CA",2014,3
"Fresno, CA",2014,91
"Glendale, CA",2014,20
"Honolulu, HI",2014,58
"Long Beach, CA",2014,39
"Los Angeles, CA",2014,225
"Pasadena, CA",2014,17
"Portland, OR",2014,135
"Sacramento, CA",2014,140
"San Diego, CA",2014,131
"San Francisco, CA",2014,70
"San Jose, CA",2014,147
"Santa Cruz, CA",2014,23
"Seattle, WA",2014,133
"Spokane, WA",2014,26
"Tacoma, WA",2014,130
Totalå¦,2014,8893
New England,2014,650
"Boston, MA",2014,160
"Bridgeport, CT",2014,37
"Cambridge, MA",2014,17
"Fall River, MA",2014,33
"Hartford, CT",2014,75
"Lowell, MA",2014,31
"Lynn, MA",2014,5
"New Bedford, MA",2014,27
"New Haven, CT",2014,37
"Providence, RI",2014,88
"Somerville, MA",2014,4
"Springfield, MA",2014,22
"Waterbury, CT",2014,28
"Worcester, MA",2014,86
Mid. Atlantic,2014,1852
"Albany, NY",2014,57
"Allentown, PA",2014,43
"Buffalo, NY",2014,114
"Camden, NJ",2014,35
"Elizabeth, NJ",2014,22
"Erie, PA",2014,63
"Jersey City, NJ",2014,23
"New York City, NY",2014,1040
"Newark, NJ",2014,39
"Paterson, NJ",2014,19
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,47
"Reading, PA",2014,32
"Rochester, NY",2014,160
"Schenectady, NY",2014,27
"Scranton, PA",2014,23
"Syracuse, NY",2014,59
"Trenton, NJ",2014,6
"Utica, NY",2014,24
"Yonkers, NY",2014,19
E.N. Central,2014,1736
"Akron, OH",2014,51
"Canton, OH",2014,39
"Chicago, IL",2014,304
"Cincinnati, OH",2014,67
"Cleveland, OH",2014,220
"Columbus, OH",2014,234
"Dayton, OH",2014,126
"Detroit, MI",2014,
"Evansville, IN",2014,68
"Fort Wayne, IN",2014,79
"Gary, IN",2014,9
"Grand Rapids, MI",2014,90
"Indianapolis, IN",2014,
"Lansing, MI",2014,47
"Milwaukee, WI",2014,25
"Peoria, IL",2014,62
"Rockford, IL",2014,82
"South Bend, IN",2014,62
"Toledo, OH",2014,102
"Youngstown, OH",2014,69
W.N. Central,2014,554
"Des Moines, IA",2014,
"Duluth, MN",2014,24
"Kansas City, KS",2014,16
"Kansas City, MO",2014,93
"Lincoln, NC",2014,38
"Minneapolis, MN",2014,60
"Omaha, NE",2014,84
"St. Louis, MO",2014,62
"St. Paul, MN",2014,73
"Wichita, KS",2014,104
S. Atlantic,2014,997
"Atlanta, GA",2014,139
"Baltimore, MD",2014,147
"Charlotte, NC",2014,125
"Jacksonville, FL",2014,163
"Miami, FL",2014,47
"Norfolk, VA",2014,31
"Richmond, VA",2014,49
"Savannah, GA",2014,45
"St. Petersburg, FL",2014,66
"Tampa, FL",2014,126
"Washington, D.C.",2014,44
"Wilmington, DE",2014,15
E.S. Central,2014,810
"Birmingham, AL",2014,106
"Chattanooga, TN",2014,123
"Knoxville, TN",2014,113
"Lexington, KY",2014,46
"Memphis, TN",2014,143
"Mobile, AL",2014,57
"Montgomery, AL",2014,44
"Nashville, TN",2014,178
W.S. Central,2014,1470
"Austin, TX",2014,95
"Baton Rouge, LA",2014,67
"Corpus Christi, TX",2014,50
"Dallas, TX",2014,213
"El Paso, TX",2014,88
"Fort Worth, TX",2014,
"Houston, TX",2014,401
"Little Rock, AR",2014,50
"New Orleans, LA",2014,57
"San Antonio, TX",2014,310
"Shreveport, LA",2014,31
"Tulsa, OK",2014,108
Mountain,2014,1196
"Albuquerque, NM",2014,131
"Boise, ID",2014,51
"Colorado Springs, CO",2014,98
"Denver, CO",2014,70
"Las Vegas, NV",2014,323
"Ogden, UT",2014,41
"Phoenix, AZ",2014,182
"Pueblo, CO",2014,39
"Salt Lake City, UT",2014,148
"Tucson, AZ",2014,113
Pacific,2014,1716
"Berkeley, CA",2014,18
"Fresno, CA",2014,145
"Glendale, CA",2014,21
"Honolulu, HI",2014,67
"Long Beach, CA",2014,56
"Los Angeles, CA",2014,239
"Pasadena, CA",2014,20
"Portland, OR",2014,95
"Sacramento, CA",2014,207
"San Diego, CA",2014,156
"San Francisco, CA",2014,112
"San Jose, CA",2014,213
"Santa Cruz, CA",2014,41
"Seattle, WA",2014,89
"Spokane, WA",2014,111
"Tacoma, WA",2014,126
Totalå¦,2014,10981
